# Namespace(base_learning_rate=0.003, batch_size=32, cudnn_workspace_limit_mb=64, db_type='lmdb', epoch_size=50720, file_store_path='/home/yroot/data/VOCdevkit/dataDB/store_files', gpus=None, image_size=224, load_model_path='/home/yroot/data/VOCdevkit/dataDB/store_files/mobilenet_61.mdl', num_channels=3, num_epochs=200, num_gpus=1, num_labels=20, num_shards=1, redis_host=None, redis_port=6379, run_id=None, save_model_name='mobilenet', shard_id=0, test_data='/home/yroot/data/VOCdevkit/dataDB/testDB_sub_lmdb', train_data='/home/yroot/data/VOCdevkit/dataDB/trainvlaDB_lmdb', weight_decay=0.001)
time_spent,cumulative_time_spent,input_count,cumulative_input_count,cumulative_batch_count,inputs_per_sec,accuracy,epoch,learning_rate,loss,test_accuracy
4472.58719707,4472.587219,3093920,3093920,98269,691.751745395,0.875,61,0.00300000002608,0.260926157236,0.72375
4469.67100596,8942.25822496,50720,3144640,99854,11.34759134,0.96875,62,0.00300000002608,0.206012666225,0.7
4468.43355083,13410.691777,50720,3195360,101439,11.3507338585,0.9375,63,0.00300000002608,0.253347992897,0.7140625
4468.68471909,17879.376497,50720,3246080,103024,11.3500958757,0.90625,64,0.00300000002608,0.283813327551,0.71375
4468.33994007,22347.7164531,50720,3296800,104609,11.350971654,0.96875,65,0.00300000002608,0.15529499948,0.7203125
4468.48337102,26816.1998091,50720,3347520,106194,11.3506073065,0.96875,66,0.00300000002608,0.101585224271,0.7253125
4468.16655397,31284.366379,50720,3398240,107779,11.3514121256,0.96875,67,0.00300000002608,0.160172313452,0.7234375
4468.41497517,35752.7813561,50720,3448960,109364,11.3507810447,0.96875,68,0.00300000002608,0.121308796108,0.715
