# Namespace(base_learning_rate=0.003, batch_size=32, cudnn_workspace_limit_mb=64, db_type='lmdb', epoch_size=50720, file_store_path='/home/yroot/data/VOCdevkit/dataDB/store_files', gpus=None, image_size=224, load_model_path='/home/yroot/data/VOCdevkit/dataDB/store_files/mobilenet_45.mdl', num_channels=3, num_epochs=200, num_gpus=1, num_labels=20, num_shards=1, redis_host=None, redis_port=6379, run_id=None, save_model_name='mobilenet', shard_id=0, test_data='/home/yroot/data/VOCdevkit/dataDB/testDB_sub_lmdb', train_data='/home/yroot/data/VOCdevkit/dataDB/trainvlaDB_lmdb', weight_decay=0.001)
time_spent,cumulative_time_spent,input_count,cumulative_input_count,cumulative_batch_count,inputs_per_sec,accuracy,epoch,learning_rate,loss,test_accuracy
4473.16154885,4473.16157007,2282400,2282400,72909,510.243141249,0.875,45,0.00300000002608,0.436660826206,0.72125
4470.49074292,8943.65231395,50720,2333120,74494,11.3455105752,0.875,46,0.00300000002608,0.245918557048,0.7003125
4470.25530505,13413.90762,50720,2383840,76079,11.3461081166,1.0,47,0.00300000002608,0.111118480563,0.7121875
4469.88861609,17883.796222,50720,2434560,77664,11.3470388988,0.875,48,0.00300000002608,0.552288711071,0.7128125
4469.85993004,22353.656152,50720,2485280,79249,11.3471117202,0.9375,49,0.00300000002608,0.268675923347,0.714375
4469.92261004,26823.578764,50720,2536000,80834,11.3469526041,0.96875,50,0.00300000002608,0.22412584722,0.71
4469.67751908,31293.256283,50720,2586720,82419,11.3475748045,0.90625,51,0.00300000002608,0.351758927107,0.7140625
4469.59857488,35762.8548748,50720,2637440,84004,11.3477752309,0.90625,52,0.00300000002608,0.184712707996,0.7146875
